Jan. 9, 2025   16:10:17
1.080e+1, 2.687e-3
1.090e+1, 2.687e-3
1.100e+1, 2.689e-3
1.110e+1, 2.694e-3
1.120e+1, 2.696e-3
1.130e+1, 2.701e-3
1.140e+1, 2.705e-3
1.150e+1, 2.713e-3
1.160e+1, 2.713e-3
1.170e+1, 2.704e-3
1.180e+1, 2.695e-3
1.190e+1, 2.690e-3
1.200e+1, 2.690e-3
1.210e+1, 2.689e-3
1.220e+1, 2.688e-3
1.230e+1, 2.687e-3
1.240e+1, 2.688e-3
1.250e+1, 2.692e-3
1.260e+1, 2.696e-3
1.270e+1, 2.700e-3
1.280e+1, 2.701e-3
1.290e+1, 2.703e-3
1.300e+1, 2.701e-3
1.310e+1, 2.701e-3
1.320e+1, 2.704e-3
1.330e+1, 2.706e-3
1.340e+1, 2.709e-3
1.350e+1, 2.713e-3
1.360e+1, 2.716e-3
1.370e+1, 2.721e-3
1.380e+1, 2.716e-3
1.390e+1, 2.710e-3
1.400e+1, 2.705e-3
1.410e+1, 2.700e-3
1.420e+1, 2.694e-3
1.430e+1, 2.690e-3
1.440e+1, 2.686e-3
1.450e+1, 2.685e-3
1.460e+1, 2.683e-3
1.470e+1, 2.682e-3
1.480e+1, 2.677e-3
1.490e+1, 2.674e-3
1.500e+1, 2.673e-3
1.510e+1, 2.670e-3
1.520e+1, 2.668e-3
1.530e+1, 2.665e-3
1.540e+1, 2.661e-3
1.550e+1, 2.662e-3
1.560e+1, 2.661e-3
1.570e+1, 2.661e-3
1.580e+1, 2.660e-3
1.590e+1, 2.661e-3
1.600e+1, 2.662e-3
1.610e+1, 2.662e-3
1.620e+1, 2.665e-3
1.630e+1, 2.668e-3
1.640e+1, 2.672e-3
1.650e+1, 2.673e-3
1.660e+1, 2.675e-3
1.670e+1, 2.676e-3
1.680e+1, 2.676e-3
1.690e+1, 2.674e-3
1.700e+1, 2.676e-3
1.710e+1, 2.679e-3
1.720e+1, 2.679e-3
1.730e+1, 2.684e-3
1.740e+1, 2.688e-3
1.750e+1, 2.689e-3
1.760e+1, 2.693e-3
1.770e+1, 2.698e-3
1.780e+1, 2.700e-3
1.790e+1, 2.701e-3
1.800e+1, 2.700e-3
1.810e+1, 2.699e-3
1.820e+1, 2.696e-3
1.830e+1, 2.692e-3
1.840e+1, 2.685e-3
1.850e+1, 2.678e-3
1.860e+1, 2.673e-3
1.870e+1, 2.671e-3
1.880e+1, 2.673e-3
1.890e+1, 2.676e-3
1.900e+1, 2.675e-3
1.910e+1, 2.684e-3
1.920e+1, 2.686e-3
1.930e+1, 2.701e-3
1.940e+1, 2.701e-3
1.950e+1, 2.695e-3
1.960e+1, 2.690e-3
1.970e+1, 2.681e-3
1.980e+1, 2.675e-3
1.990e+1, 2.672e-3
2.000e+1, 2.672e-3
2.010e+1, 2.674e-3
2.020e+1, 2.682e-3
2.030e+1, 2.691e-3
2.040e+1, 2.694e-3
2.050e+1, 2.699e-3
2.060e+1, 2.702e-3
2.070e+1, 2.708e-3
2.080e+1, 2.713e-3
2.090e+1, 2.716e-3
2.100e+1, 2.715e-3
2.110e+1, 2.712e-3
2.120e+1, 2.708e-3
2.130e+1, 2.709e-3
2.140e+1, 2.713e-3
2.150e+1, 2.713e-3
2.160e+1, 2.716e-3
2.170e+1, 2.717e-3
2.180e+1, 2.720e-3
2.190e+1, 2.705e-3
2.200e+1, 2.699e-3
2.210e+1, 2.697e-3
2.220e+1, 2.695e-3
2.230e+1, 2.692e-3
2.240e+1, 2.689e-3
2.250e+1, 2.687e-3
2.260e+1, 2.684e-3
2.270e+1, 2.680e-3
2.280e+1, 2.685e-3
2.290e+1, 2.690e-3
2.300e+1, 2.697e-3
2.310e+1, 2.708e-3
2.320e+1, 2.717e-3
2.330e+1, 2.727e-3
2.340e+1, 2.735e-3
2.350e+1, 2.740e-3
2.360e+1, 2.746e-3
2.370e+1, 2.748e-3
2.380e+1, 2.749e-3
2.390e+1, 2.751e-3
2.400e+1, 2.755e-3
2.410e+1, 2.758e-3
2.420e+1, 2.753e-3
2.430e+1, 2.743e-3
2.440e+1, 2.731e-3
2.450e+1, 2.720e-3
2.460e+1, 2.712e-3
2.470e+1, 2.705e-3
2.480e+1, 2.702e-3
2.490e+1, 2.701e-3
2.500e+1, 2.701e-3
2.510e+1, 2.707e-3
2.520e+1, 2.710e-3
2.530e+1, 2.709e-3
2.540e+1, 2.714e-3
2.550e+1, 2.722e-3
2.560e+1, 2.726e-3
2.570e+1, 2.725e-3
2.580e+1, 2.730e-3
2.590e+1, 2.741e-3
2.600e+1, 2.745e-3
2.610e+1, 2.741e-3
2.620e+1, 2.736e-3
2.630e+1, 2.730e-3
2.640e+1, 2.728e-3
2.650e+1, 2.724e-3
2.660e+1, 2.722e-3
2.670e+1, 2.720e-3
2.680e+1, 2.717e-3
2.690e+1, 2.716e-3
2.700e+1, 2.716e-3
2.710e+1, 2.715e-3
2.720e+1, 2.717e-3
2.730e+1, 2.718e-3
2.740e+1, 2.719e-3
2.750e+1, 2.724e-3
2.760e+1, 2.726e-3
2.770e+1, 2.728e-3
2.780e+1, 2.729e-3
2.790e+1, 2.739e-3
2.800e+1, 2.731e-3
2.810e+1, 2.737e-3
2.820e+1, 2.731e-3
2.830e+1, 2.726e-3
2.840e+1, 2.723e-3
2.850e+1, 2.718e-3
2.860e+1, 2.715e-3
2.870e+1, 2.712e-3
2.880e+1, 2.710e-3
2.890e+1, 2.708e-3
2.900e+1, 2.704e-3
2.910e+1, 2.701e-3
2.920e+1, 2.698e-3
2.930e+1, 2.697e-3
2.940e+1, 2.697e-3
2.950e+1, 2.699e-3
2.960e+1, 2.701e-3
2.970e+1, 2.703e-3
2.980e+1, 2.703e-3
2.990e+1, 2.702e-3
3.000e+1, 2.699e-3
